PKey,company_name,state,zip_code,full_time_employees,company_category,business_model,agency_name,agency_abbrev,agency_type,used_by
739,Pave,NY,10013,10,Finance&Investment,Business to Business,Texas,TX,State,Pave
740,Pave,NY,10013,10,Finance&Investment,Business to Business,Virginia,VA,State,Pave
741,Paxata,CA,94063,50,Data&Technology,Business to Business,Multiple government open data sources,,Other,Paxata
742,"PayScale, Inc.",WA,98109,200,Business&LegalServices,Business to Consumer,Department of Labor,DOL,Federal,"PayScale, Inc."
743,PeerJ,CA,94976,10,Scientific Research,Academia,Department of Health and Human Services,HHS,Federal,PeerJ
744,PeerJ,CA,94976,10,Scientific Research,Academia,Multiple government open data sources,,Other,PeerJ
745,People Power,CA,0,200,Data&Technology,Business to Consumer,Department of Energy,DOE,Federal,People Power
746,Persint,GA,30327,10,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,Persint
747,Personal Democracy Media,NY,10012,10,Governance,Business to Consumer,Multiple government open data sources,,Other,Personal Democracy Media
748,"Personal, Inc.",DC,20007,50,Lifestyle&Consumer,Business to Consumer,Department of Education,ED / DOED,Federal,"Personal, Inc."
749,"Personal, Inc.",DC,20007,50,Lifestyle&Consumer,Business to Consumer,Department of Education,ED / DOED,Federal,"Personal, Inc."
750,Personalis,CA,94025,10,Scientific Research,Business to Business,Department of Health and Human Services,HHS,Federal,Personalis
751,Peterson's,NJ,7652,200,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Peterson's
752,PEV4me.com,CA,94087,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,PEV4me.com
753,PIXIA Corp,VA,20191,200,Data&Technology,Business to Government,Multiple federal data sources,,Federal,PIXIA Corp
754,PlaceILive.com,AL,3231,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,PlaceILive.com
755,PlaceILive.com,AL,3231,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,PlaceILive.com
756,PlaceILive.com,AL,3231,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,PlaceILive.com
757,PlaceILive.com,AL,3231,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,PlaceILive.com
758,PlaceILive.com,AL,3231,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,PlaceILive.com
759,PlanetEcosystems,CA,94105,50,Energy,Business to Government,Department of Commerce,USDC,Federal,PlanetEcosystems
760,PlanetEcosystems,CA,94105,50,Energy,Business to Government,Multiple city and local data sources,,City/County,PlanetEcosystems
761,PlotWatt,NC,27712,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,PlotWatt
762,Plus-U,NY,10016,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Plus-U
763,PolicyMap,PA,19103,10,Geospatial&Mapping,Academia,Department of Labor,DOL,Federal,PolicyMap
764,PolicyMap,PA,19103,10,Geospatial&Mapping,Academia,Department of Commerce,USDC,Federal,PolicyMap
765,PolicyMap,PA,19103,10,Geospatial&Mapping,Academia,Department of Commerce,USDC,Federal,PolicyMap
766,PolicyMap,PA,19103,10,Geospatial&Mapping,Academia,Multiple government open data sources,,Other,PolicyMap
767,Politify,CA,94704,10,Governance,Business to Consumer,Department of Commerce,USDC,Federal,Politify
768,Politify,CA,94704,10,Governance,Business to Consumer,Department of the Treasury,,Federal,Politify
769,Poncho App,NY,10014,10,Environment&Weather,Business to Consumer,Multiple city and local data sources,,City/County,Poncho App
770,POPVOX,CA,94002,10,Governance,Nonprofit,Multiple federal data sources,,Federal,POPVOX
771,Porch,WA,98102,200,Housing&RealEstate,Business to Consumer,Seattle,SEA,City/County,Porch
772,Porch,WA,98102,200,Housing&RealEstate,Business to Consumer,Seattle,SEA,City/County,Porch
773,PossibilityU,ME,0,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,PossibilityU
774,PowerAdvocate,MA,2111,200,Energy,Business to Business,Department of Energy,DOE,Federal,PowerAdvocate
775,Practice Fusion,CA,94102,500,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Practice Fusion
776,Practice Fusion,CA,94102,500,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Practice Fusion
777,Predilytics,NH,3101,50,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Predilytics
778,Predilytics,NH,3101,50,Healthcare,Business to Business,Multiple government open data sources,,Other,Predilytics
779,PricewaterhouseCoopers (PWC),NY,10017,10001,Finance&Investment,Business to Business,Multiple government open data sources,,Other,PricewaterhouseCoopers (PWC)
780,ProgrammableWeb,WA,98144,50,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,ProgrammableWeb
781,Progressive Insurance Group,OH,44143,10001,Insurance,Business to Consumer,Department of Commerce,USDC,Federal,Progressive Insurance Group
782,Propeller Health,WI,53703,50,Healthcare,Business to Consumer,Multiple city and local data sources,,City/County,Propeller Health
783,ProPublica,NY,10006,50,Governance,Business to Consumer,Multiple government open data sources,,Other,ProPublica
784,PublicEngines,UT,84020,50,Governance,Business to Government,Multiple city and local data sources,,City/County,PublicEngines
785,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Labor,DOL,Federal,PYA Analytics
786,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Commerce,USDC,Federal,PYA Analytics
787,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Commerce,USDC,Federal,PYA Analytics
788,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Health and Human Services,HHS,Federal,PYA Analytics
789,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Health and Human Services,HHS,Federal,PYA Analytics
790,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Justice,DOJ,Federal,PYA Analytics
791,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of the Treasury,,Federal,PYA Analytics
792,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Department of Transportation,DOT,Federal,PYA Analytics
793,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Federal Election Commission,FED,Federal,PYA Analytics
794,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Securities and Exchange Commission,SEC,Federal,PYA Analytics
795,PYA Analytics,TN,37919,50,Research&Consulting,Business to Government,Tennessee,TN,State,PYA Analytics
796,"Qado Energy, Inc.",NJ,7901,10,Energy,Business to Business,Department of Commerce,USDC,Federal,"Qado Energy, Inc."
797,"Qado Energy, Inc.",NJ,7901,10,Energy,Business to Business,Department of Commerce,USDC,Federal,"Qado Energy, Inc."
798,Quandl,NY,0,10,Data&Technology,Business to Consumer,Multiple federal data sources,,Federal,Quandl
799,Quertle,NV,89052,50,Data&Technology,Academia,Department of Commerce,USDC,Federal,Quertle
800,Quertle,NV,89052,50,Data&Technology,Academia,Department of Health and Human Services,HHS,Federal,Quertle
801,Quertle,NV,89052,50,Data&Technology,Academia,Department of Health and Human Services,HHS,Federal,Quertle
802,Quertle,NV,89052,50,Data&Technology,Academia,Department of Health and Human Services,HHS,Federal,Quertle
803,Quid,CA,94111,200,Data&Technology,Business to Government,Multiple government open data sources,,Other,Quid
804,R R Donnelley,IL,60606,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,R R Donnelley
805,R R Donnelley,IL,60606,10001,Business&LegalServices,Business to Business,Multiple state data sources,,State,R R Donnelley
806,R R Donnelley,IL,60606,10001,Business&LegalServices,Business to Business,Multiple federal data sources,,Federal,R R Donnelley
807,RAND Corporation,CA,90401,5000,Research&Consulting,Business to Government,Multiple federal data sources,,Federal,RAND Corporation
808,Rand McNally,IL,60077,500,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,Rand McNally
809,Rand McNally,IL,60077,500,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,Rand McNally
810,Rank and Filed,NY,0,10,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Rank and Filed
811,Ranku,NY,10001,10,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Ranku
812,Ranku,NY,10001,10,Education,Business to Consumer,Multiple government open data sources,,Other,Ranku
813,Rapid Cycle Solutions,VA,20181,10,Data&Technology,Business to Government,Department of the Interior,DOI,Federal,Rapid Cycle Solutions
814,realtor.com,CA,95113,5000,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,realtor.com
815,realtor.com,CA,95113,5000,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,realtor.com
816,Recargo,CA,90291,50,Energy,Business to Consumer,Department of Energy,DOE,Federal,Recargo
817,ReciPal,NY,0,10,Food&Agriculture,Business to Business,Department of Health and Human Services,HHS,Federal,ReciPal
818,ReciPal,NY,0,10,Food&Agriculture,Business to Business,Department of Health and Human Services,HHS,Federal,ReciPal
819,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Department of Labor,DOL,Federal,Redfin
820,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Redfin
821,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Redfin
822,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,Redfin
823,RedLaser,CA,95126,50,Lifestyle&Consumer,Business to Consumer,Department of Commerce,USDC,Federal,RedLaser
824,Reed Elsevier,NY,10017,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,Reed Elsevier
825,REI Systems,VA,20166,1000,Data&Technology,Business to Business,Multiple government open data sources,,Other,REI Systems
826,Relationship Science,NY,10022,1000,Business&LegalServices,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Relationship Science
827,Remi,MA,1002,200,Governance,Business to Government,Department of Commerce,USDC,Federal,Remi
828,Remi,MA,1002,200,Governance,Business to Government,Multiple government open data sources,,Other,Remi
829,Retroficiency,MA,2114,50,Energy,Business to Business,Department of Energy,DOE,Federal,Retroficiency
830,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Revaluate
831,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,Department of Homeland Security,DHS,Federal,Revaluate
832,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,Department of Housing and Urban Development,HUD,Federal,Revaluate
833,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,Revaluate
834,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,Revaluate
835,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate
836,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate
837,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate
838,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate
839,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate
840,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
841,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
842,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
843,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
844,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
845,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
846,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
847,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate
848,Revelstone,NJ,7054,50,Governance,Business to Government,Multiple city and local data sources,,City/County,Revelstone
849,Rezolve Group,CA,95827,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Rezolve Group
850,Rivet Software,CO,80237,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Rivet Software
851,Roadify Transit,NY,11215,10,Transportation,Business to Consumer,Multiple city and local data sources,,City/County,Roadify Transit
852,Robinson + Yu,DC,0,10,Research&Consulting,Business to Business,Multiple government open data sources,,Other,Robinson + Yu
853,Russell Investments,WA,98101,5000,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Russell Investments
854,Sage Bionetworks,WA,98109,50,Scientific Research,Academia,Department of Health and Human Services,HHS,Federal,Sage Bionetworks
855,Sage Bionetworks,WA,98109,50,Scientific Research,Academia,Department of Health and Human Services,HHS,Federal,Sage Bionetworks
856,SAP,PA,19073,10001,Data&Technology,Business to Business,Multiple government open data sources,,Other,SAP
857,SAS,NC,27513,10001,Data&Technology,Business to Business,Department of Health and Human Services,HHS,Federal,SAS
858,Scale Unlimited,CA,0,10,Data&Technology,Business to Business,Multiple government open data sources,,Other,Scale Unlimited
859,Science Exchange,CA,94301,50,Scientific Research,Academia,Department of Health and Human Services,HHS,Federal,Science Exchange
860,Seabourne,DC,20009,500,Data&Technology,Business to Government,Multiple government open data sources,,Other,Seabourne
861,SeeClickFix,CT,6510,50,Governance,Business to Government,Multiple city and local data sources,,City/County,SeeClickFix
862,SigFig,CA,94103,50,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,SigFig
863,Simple Energy,CO,80302,50,Energy,Business to Business,Department of Energy,DOE,Federal,Simple Energy
864,SimpleTuition,MA,2210,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,SimpleTuition
865,SlashDB,NJ,7305,10,Data&Technology,Business to Government,Multiple city and local data sources,,City/County,SlashDB
866,SlashDB,NJ,7305,10,Data&Technology,Business to Government,New York City,NYC,City/County,SlashDB
867,Smart Utility Systems,CA,91709,500,Energy,Business to Business,Department of Commerce,USDC,Federal,Smart Utility Systems
868,SmartAsset,NY,10005,10,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,SmartAsset
869,SmartAsset,NY,10005,10,Finance&Investment,Business to Consumer,Department of Education,ED / DOED,Federal,SmartAsset
870,SmartAsset,NY,10005,10,Finance&Investment,Business to Consumer,Department of Justice,DOJ,Federal,SmartAsset
871,SmartProcure,FL,33441,50,Governance,Business to Business,Multiple city and local data sources,,City/County,SmartProcure
872,SmartProcure,FL,33441,50,Governance,Business to Business,Multiple state data sources,,State,SmartProcure
873,SmartProcure,FL,33441,50,Governance,Business to Business,Multiple federal data sources,,Federal,SmartProcure
874,Smartronix,MD,20636,1000,Data&Technology,Business to Business,Multiple government open data sources,,Other,Smartronix
875,SnapSense,IL,60654,10,Research&Consulting,Nonprofit,Department of Commerce,USDC,Federal,SnapSense
876,Social Explorer,NY,10708,50,Data&Technology,Business to Consumer,Department of Labor,DOL,Federal,Social Explorer
877,Social Explorer,NY,10708,50,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer
878,Social Explorer,NY,10708,50,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer
879,Social Explorer,NY,10708,50,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer
880,Social Explorer,NY,10708,50,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,Social Explorer
881,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Commerce,USDC,Federal,Social Health Insights
882,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
883,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
884,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
885,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
886,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
887,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
888,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Social Health Insights
889,Social Health Insights,IN,46038,10,Healthcare,Business to Business,District of Columbia,DC,State,Social Health Insights
890,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Indiana,IN,State,Social Health Insights
891,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Maryland,MD,State,Social Health Insights
892,Social Health Insights,IN,46038,10,Healthcare,Business to Business,U.S. Environmental Protection Agency,EPA,Federal,Social Health Insights
893,Social Health Insights,IN,46038,10,Healthcare,Business to Business,US Consumer Product Safety Commission,CPSC,Federal,Social Health Insights
894,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Virginia,VA,State,Social Health Insights
895,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple state data sources,,State,Social Health Insights
896,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple federal data sources,,Federal,Social Health Insights
897,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple federal data sources,,Federal,Social Health Insights
898,Social Health Insights,IN,46038,10,Healthcare,Business to Business,Multiple federal data sources,,Federal,Social Health Insights
899,SocialEffort Inc,NY,10013,10,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,SocialEffort Inc
900,Socrata,WA,98104,200,Data&Technology,Business to Consumer,Multiple city and local data sources,,City/County,Socrata
901,Socrata,WA,98104,200,Data&Technology,Business to Consumer,Multiple state data sources,,State,Socrata
902,Solar Census,CA,0,10,Energy,Business to Business,Department of Commerce,USDC,Federal,Solar Census
903,Solar Census,CA,0,10,Energy,Business to Business,Department of Energy,DOE,Federal,Solar Census
904,SolarList,NY,11201,10,Energy,Business to Business,Department of Energy,DOE,Federal,SolarList
905,Sophic Systems Alliance,MA,2536,10,Scientific Research,Academia,Department of Health and Human Services,HHS,Federal,Sophic Systems Alliance
906,Sophic Systems Alliance,MA,2536,10,Scientific Research,Academia,Department of Health and Human Services,HHS,Federal,Sophic Systems Alliance
907,S&P Capital IQ,NY,10041,10000,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,S&P Capital IQ
908,SpaceCurve,WA,98104,50,Data&Technology,Business to Government,Department of Commerce,USDC,Federal,SpaceCurve
909,SpaceCurve,WA,98104,50,Data&Technology,Business to Government,Department of Commerce,USDC,Federal,SpaceCurve
910,SpaceCurve,WA,98104,50,Data&Technology,Business to Government,Department of the Interior,DOI,Federal,SpaceCurve
911,SpaceCurve,WA,98104,50,Data&Technology,Business to Government,Department of Transportation,DOT,Federal,SpaceCurve
912,SpaceCurve,WA,98104,50,Data&Technology,Business to Government,Multiple government open data sources,,Other,SpaceCurve
913,SpeSo Health,PA,19103,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,SpeSo Health
914,Spikes Cavell Analytic Inc,VA,20170,50,Data&Technology,Business to Government,Multiple government open data sources,,Other,Spikes Cavell Analytic Inc
915,Splunk,CA,94107,1000,Data&Technology,Business to Business,Multiple government open data sources,,Other,Splunk
916,Spokeo,CA,91105,200,Lifestyle&Consumer,Business to Consumer,Multiple government open data sources,,Other,Spokeo
917,SpotCrime,MD,21202,50,Governance,Nonprofit,Multiple city and local data sources,,City/County,SpotCrime
918,SpotHero.com,IL,60654,10,Transportation,Business to Consumer,Multiple government open data sources,,Other,SpotHero.com
919,Stamen Design,CA,94110,10,Geospatial&Mapping,Business to Business,Multiple city and local data sources,,City/County,Stamen Design
920,Standard and Poor's,NY,0,10001,Finance&Investment,Business to Business,Multiple government open data sources,,Other,Standard and Poor's
921,State Farm Insurance,IL,61710,10001,Insurance,Business to Consumer,Multiple government open data sources,,Other,State Farm Insurance
922,Sterling Infosystems,NY,10004,50,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,Sterling Infosystems
923,Stevens Worldwide Van Lines,NJ,7481,500,Transportation,Business to Business,Department of Commerce,USDC,Federal,Stevens Worldwide Van Lines
924,STILLWATER SUPERCOMPUTING INC,CA,95762,50,Research&Consulting,Business to Business,California,CA,State,STILLWATER SUPERCOMPUTING INC
925,STILLWATER SUPERCOMPUTING INC,CA,95762,50,Research&Consulting,Business to Business,New York,NY,State,STILLWATER SUPERCOMPUTING INC
926,StockSmart,MA,2142,50,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,StockSmart
927,Stormpulse,TX,78759,10,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Stormpulse
928,Stormpulse,TX,78759,10,Environment&Weather,Business to Business,Department of Commerce,USDC,Federal,Stormpulse
929,StreamLink Software,OH,44115,50,Data&Technology,Nonprofit,Multiple government open data sources,,Other,StreamLink Software
930,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple city and local data sources,,City/County,"StreetCred Software, Inc"
931,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple city and local data sources,,City/County,"StreetCred Software, Inc"
932,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple state data sources,,State,"StreetCred Software, Inc"
933,"StreetCred Software, Inc",TX,76092,50,Governance,Business to Government,Multiple state data sources,,State,"StreetCred Software, Inc"
934,StreetEasy,NY,0,50,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,StreetEasy
935,Suddath,NJ,7470,5000,Transportation,Business to Business,Department of Commerce,USDC,Federal,Suddath
936,Symcat,MD,21224,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Symcat
937,Symcat,MD,21224,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,Symcat
938,Synthicity,CA,94704,10,Housing&RealEstate,Business to Government,Multiple city and local data sources,,City/County,Synthicity
939,Synthicity,CA,94704,10,Housing&RealEstate,Business to Government,Multiple city and local data sources,,City/County,Synthicity
940,T. Rowe Price,MD,21202,10,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,T. Rowe Price
941,T. Rowe Price,MD,21202,10,Finance&Investment,Business to Consumer,Multiple federal data sources,,Federal,T. Rowe Price
942,Tableau Software,WA,98103,5000,Data&Technology,Business to Business,Multiple government open data sources,,Other,Tableau Software
943,TagniFi,FL,33602,10,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,TagniFi
944,Telenav,CA,94085,1000,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,Telenav
945,Telenav,CA,94085,1000,Geospatial&Mapping,Business to Business,Department of Commerce,USDC,Federal,Telenav
946,Tendril,CO,80301,200,Energy,Business to Business,Department of Energy,DOE,Federal,Tendril
947,Teradata,OH,45342,10,Data&Technology,Business to Business,Multiple government open data sources,,Other,Teradata
948,The Advisory Board Company,DC,0,5000,Research&Consulting,Business to Business,Department of Education,ED / DOED,Federal,The Advisory Board Company
949,The Advisory Board Company,DC,0,5000,Research&Consulting,Business to Business,Department of Health and Human Services,HHS,Federal,The Advisory Board Company
950,The Advisory Board Company,DC,0,5000,Research&Consulting,Business to Business,Multiple government open data sources,,Other,The Advisory Board Company
951,The Bridgespan Group,MA,2116,200,Research&Consulting,Nonprofit,Multiple government open data sources,,Other,The Bridgespan Group
952,The DocGraph Journal,TX,77004,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,The DocGraph Journal
953,The Govtech Fund,CA,94117,10,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,The Govtech Fund
954,The Schork Report,PA,19085,10,Energy,Business to Business,Department of Commerce,USDC,Federal,The Schork Report
955,The Schork Report,PA,19085,10,Energy,Business to Business,Department of Energy,DOE,Federal,The Schork Report
956,The Vanguard Group,PA,19482,10001,Finance&Investment,Business to Consumer,Department of Labor,DOL,Federal,The Vanguard Group
957,The Vanguard Group,PA,19482,10001,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,The Vanguard Group
958,The Vanguard Group,PA,19482,10001,Finance&Investment,Business to Consumer,Federal Reserve Board,FED,Federal,The Vanguard Group
959,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
960,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
961,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
962,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
963,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
964,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
965,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,California,CA,State,Think Computer Corporation
966,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation
967,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation
968,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation
969,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation
970,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of Commerce,USDC,Federal,Think Computer Corporation
971,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Department of the Treasury,,Federal,Think Computer Corporation
972,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Administrative Office of the United States Courts,AO,Federal,Think Computer Corporation
973,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Multiple state data sources,,State,Think Computer Corporation
974,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Multiple federal data sources,,Federal,Think Computer Corporation
975,Think Computer Corporation,CA,94041,10,Business&LegalServices,Business to Business,Multiple federal data sources,,Federal,Think Computer Corporation
976,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Department of Labor,DOL,Federal,Thinknum
977,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,Thinknum
978,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Federal Housing Finance Agency,FHFA,Federal,Thinknum
979,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Federal Reserve Board,FED,Federal,Thinknum
980,Thinknum,NY,10036,10,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Thinknum
981,Thomson Reuters,NY,10036,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,Thomson Reuters
982,TopCoder,CA,94102,200,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,TopCoder
983,TopCoder,CA,94102,200,Data&Technology,Business to Consumer,Multiple federal data sources,,Federal,TopCoder
984,TowerData,CA,60201,50,Data&Technology,Business to Business,Multiple government open data sources,,Other,TowerData
985,TransparaGov,DC,0,50,Governance,Business to Government,Multiple city and local data sources,,City/County,TransparaGov
986,TransparaGov,DC,0,50,Governance,Business to Government,Multiple state data sources,,State,TransparaGov
987,TransUnion,IL,60661,5000,Business&LegalServices,Business to Business,Department of Homeland Security,DHS,Federal,TransUnion
988,TrialTrove,NY,10017,10,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,TrialTrove
989,TrialX,NY,10002,10,Healthcare,Nonprofit,Department of Health and Human Services,HHS,Federal,TrialX
990,TrialX,NY,10002,10,Healthcare,Nonprofit,Department of Health and Human Services,HHS,Federal,TrialX
991,TrialX,NY,10002,10,Healthcare,Nonprofit,Department of Health and Human Services,HHS,Federal,TrialX
992,Trintech,TX,75001,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Trintech
993,TrueCar,CA,90401,500,Transportation,Business to Consumer,Multiple state data sources,,State,TrueCar
