TRUE,company_name,state,zip_code,full_time_employees,company_category,business_model,agency_name,agency_abbrev,agency_type,used_by,dataset_name
643,McKinsey,NY,10022,10001,Research&Consulting, Business to Government,Multiple government open data sources,,Other,McKinsey,
644,MedWatcher,MA,2115,200,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,MedWatcher,FDA Adverse Event Reporting System data files
645,Mercaris,MD,20910,10,Food&Agriculture, Business to Consumer,Department of Agriculture,USDA,Federal,Mercaris,AMS Market News Report
646,Mercaris,MD,20910,10,Food&Agriculture, Business to Consumer,Department of Agriculture,USDA,Federal,Mercaris,GATS
647,Merrill Corp.,MN,55108,10001,Data&Technology,Business to Business,Securities and Exchange Commission,SEC,Federal,Merrill Corp.,
648,Merrill Lynch,NY,10080,10001,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Merrill Lynch,
649,Merrill Lynch,NY,10080,10001,Finance&Investment,Business to Consumer,Multiple federal data sources,,Federal,Merrill Lynch,
650,MetLife,NY,10166,10001,Insurance, Business to Consumer,Multiple government open data sources,,Other,MetLife,
651,mHealthCoach,IL,60622,10,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,mHealthCoach,
652,MicroBilt Corporation,GA,30144,500,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,MicroBilt Corporation,"uses financial, property, and other public records"
653,Microsoft Windows Azure Marketplace,WA,0,10001,Data&Technology, Business to Consumer,Multiple government open data sources,,Other,Microsoft Windows Azure Marketplace,
654,Mint,CA,94043,10000,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,Mint,
655,Moody's,NY,10007,5000,Finance&Investment,Business to Business,Multiple government open data sources,,Other,Moody's,"Uses economic, demographic, and labor data."
656,Morgan Stanley,NY,10036,10001,Finance&Investment, Business to Consumer,Securities and Exchange Commission,SEC,Federal,Morgan Stanley,
657,Morgan Stanley,NY,10036,10001,Finance&Investment, Business to Consumer,Multiple government open data sources,,Other,Morgan Stanley,
658,"Morningstar, Inc.",IL,60602,5000,Finance&Investment, Business to Consumer,Securities and Exchange Commission,SEC,Federal,"Morningstar, Inc.",
659,Mozio,CA,0,50,Transportation,Business to Business,Multiple city and local data sources,,City/County,Mozio,transport data
660,MuckRock.com,MA,0,10,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,MuckRock.com,Uses data obtained under state and federal Freedom of Information Laws
661,Munetrix,MI,48326,10,Governance,Business to Consumer,Department of Commerce,USDC,Federal,Munetrix,
662,Munetrix,MI,48326,10,Governance,Business to Consumer,Department of Justice,DOJ,Federal,Munetrix,
663,Munetrix,MI,48326,10,Governance,Business to Consumer,Multiple city and local data sources,,City/County,Munetrix,
664,Munetrix,MI,48326,10,Governance,Business to Consumer,Multiple state data sources,,State,Munetrix,
665,Municode,FL,32310,200,Business&LegalServices,Business to Business,Multiple city and local data sources,,City/County,Municode,Uses local data from codes of ordinances.
666,National Van Lines,IL,60155,200,Transportation, Business to Government,Department of Commerce,USDC,Federal,National Van Lines,zipcode data
667,Nationwide Mutual Insurance Company,OH,0,10001,Insurance, Business to Consumer,Multiple government open data sources,,Other,Nationwide Mutual Insurance Company,
668,Nautilytics,MA,2111,10,Data&Technology, Business to Consumer,Department of Agriculture,USDA,Federal,Nautilytics,
669,Navico,NH,3063,5000,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,Navico,
670,NERA Economic Consulting,NY,0,1000,Research&Consulting,Business to Business,Department of Health and Human Services,HHS,Federal,NERA Economic Consulting,
671,NERA Economic Consulting,NY,0,1000,Research&Consulting,Business to Business,Multiple government open data sources,,Other,NERA Economic Consulting,
672,NerdWallet,CA,94107,50,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,NerdWallet,census
673,NerdWallet,CA,94107,50,Finance&Investment,Business to Consumer,Department of Health and Human Services,HHS,Federal,NerdWallet,CMS
674,New Media Parents,CA,94105,10,Geospatial&Mapping,Business to Consumer,San Francisco,SF,City/County,New Media Parents,San Francisco
675,New Media Parents,CA,94105,10,Geospatial&Mapping,Business to Consumer,Seattle,SEA,City/County,New Media Parents,City of Seattle Parks
676,Next Step Living,MA,2210,1000,Energy,Business to Consumer,Department of Energy,DOE,Federal,Next Step Living,
677,Next Step Living,MA,2210,1000,Energy,Business to Consumer,Multiple government open data sources,,Other,Next Step Living,"data on local, state and federal government grants and tax breaks, utility rebates and pricing plans, and other financial incentives available for home retrofits in the state"
678,NextBus,CA,94608,50,Transportation, Business to Government,Department of Commerce,USDC,Federal,NextBus,
679,NextBus,CA,94608,50,Transportation, Business to Government,Multiple city and local data sources,,City/County,NextBus,
680,nGAP Incorporated,CA,92003,50,Governance, Business to Government,Multiple government open data sources,,Other,nGAP Incorporated,US Contract / Task Order Spending Details
681,nGAP Incorporated,CA,92003,50,Governance, Business to Government,Multiple government open data sources,,Other,nGAP Incorporated,Contract Repository
682,Nielsen,NY,0,10001,Research&Consulting, Business to Consumer,Department of Commerce,USDC,Federal,Nielsen,
683,Nielsen,NY,0,10001,Research&Consulting, Business to Consumer,Multiple government open data sources,,Other,Nielsen,
684,Noesis,TX,78759,50,Energy,Business to Business,Department of Commerce,USDC,Federal,Noesis,
685,Noesis,TX,78759,50,Energy,Business to Business,Department of Commerce,USDC,Federal,Noesis,
686,NonprofitMetrics,DC,20005,10,Data&Technology,Business to Business,Department of the Treasury,,Federal,NonprofitMetrics,IRS Business Master File (BMF)
687,North American Van Lines,IN,46801,1000,Transportation,Business to Consumer,Department of Commerce,USDC,Federal,North American Van Lines,zipcode data
688,Noveda Technologies,NJ,0,200,Data&Technology, Business to Government,Department of Energy,DOE,Federal,Noveda Technologies,
689,NuCivic,NY,10013,50,Governance, nonprofit,Federal Deposit Insurance Corporation,FDIC,Federal,NuCivic,US National Foreclosure Statistics January 2012
690,NuCivic,NY,10013,50,Governance, nonprofit,Multiple federal data sources,,Federal,NuCivic,Open Puerto Rico
691,Numedii,CA,94301,10,ScientificResearch, Business to Government,Department of Health and Human Services,HHS,Federal,Numedii,
692,Oliver Wyman,NY,10036,5000,Research&Consulting,Business to Business,Department of Health and Human Services,HHS,Federal,Oliver Wyman,
693,Oliver Wyman,NY,10036,5000,Research&Consulting,Business to Business,Multiple government open data sources,,Other,Oliver Wyman,transit data
694,OnDeck,NY,10018,500,Finance&Investment,Business to Consumer,Department of Labor,DOL,Federal,OnDeck,
695,OnDeck,NY,10018,500,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,OnDeck,
696,OnDeck,NY,10018,500,Finance&Investment,Business to Consumer,Department of the Treasury,,Federal,OnDeck,
697,OnDeck,NY,10018,500,Finance&Investment,Business to Consumer,Small Business Administration,SBA,Federal,OnDeck,
698,OnDeck,NY,10018,500,Finance&Investment,Business to Consumer,Multiple state data sources,,State,OnDeck,
699,OnStar,MI,48090,10001,Geospatial&Mapping,Business to Consumer,Department of Commerce,USDC,Federal,OnStar,
700,"Ontodia, Inc",NY,10013,10,Data&Technology, Business to Government,Multiple city and local data sources,,City/County,"Ontodia, Inc",
701,"Ontodia, Inc",NY,10013,10,Data&Technology, Business to Government,New York,NY,State,"Ontodia, Inc",
702,"Ontodia, Inc",NY,10013,10,Data&Technology, Business to Government,New York City,NYC,City/County,"Ontodia, Inc",NYC open data
703,Onvia,WA,98101,200,Governance,Business to Business,Multiple government open data sources,,Other,Onvia,
704,Open Data Nation,DC,20011,10,Research&Consulting,Business to Business,Multiple city and local data sources,,City/County,Open Data Nation,Multiple city and local data sources
705,OpenCounter,CA,95062,10,Governance,Business to Government,Santa Cruz,SC,City/County,OpenCounter,
706,OpenCounter,CA,95062,10,Governance,Business to Government,Multiple city and local data sources,,City/County,OpenCounter,
707,OpenGov,CA,94043,50,Governance, Business to Government,Multiple city and local data sources,,City/County,OpenGov,
708,OpenGov,CA,94043,50,Governance, Business to Government,Multiple state data sources,,State,OpenGov,
709,OpenPlans,NY,10013,50,Governance,Business to Consumer,Multiple city and local data sources,,City/County,OpenPlans,
710,"OpportunitySpace, Inc.",MA,2163,10,Housing&RealEstate,Business to Consumer,Louisville,LVL,City/County,"OpportunitySpace, Inc.",Consolidated Sales Inventory
711,"OpportunitySpace, Inc.",MA,2163,10,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,"OpportunitySpace, Inc.",
712,Optensity,VA,22101,10,Data&Technology, Business to Consumer,Multiple government open data sources,,Other,Optensity,
713,optiGov,NJ,7030,10,Governance, Business to Government,Multiple city and local data sources,,City/County,optiGov,
714,OptumInsight,MN,55344,10001,Healthcare, Business to Consumer,Multiple state data sources,,State,OptumInsight,
715,OptumInsight,MN,55344,10001,Healthcare, Business to Consumer,Multiple federal data sources,,Federal,OptumInsight,
716,Orlin Research,CA,90069,10,Data&Technology, academia,Department of Commerce,USDC,Federal,Orlin Research,
717,Orlin Research,CA,90069,10,Data&Technology, academia,Department of Health and Human Services,HHS,Federal,Orlin Research,
718,OSIsoft,CA,94577,1000,Data&Technology,Business to Business,Multiple federal data sources,,Federal,OSIsoft,
719,OTC Markets,NY,10013,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,OTC Markets,
720,Outline,NJ,8873,500,Governance, Business to Consumer,Multiple government open data sources,,Other,Outline,tax and census records
721,Oversight Systems,GA,30067,200,Business&LegalServices,Business to Business,Department of Justice,DOJ,Federal,Oversight Systems,Uses data for compliance with the Foreign Corrupt Practices Act.
722,Overture Technologies,MD,20815,10,Data&Technology,Business to Consumer,Department of Commerce,USDC,Federal,Overture Technologies,GIS Census Tract
723,Overture Technologies,MD,20815,10,Data&Technology,Business to Consumer,Department of Education,ED / DOED,Federal,Overture Technologies,IPEDS
724,Overture Technologies,MD,20815,10,Data&Technology,Business to Consumer,Department of the Treasury,,Federal,Overture Technologies,Treasury Quarterly NPV dataset
725,Owler,CA,94402,200,Business&LegalServices,Business to Business,Securities and Exchange Commission,SEC,Federal,Owler,
726,Palantir Technologies,CA,94301,1000,Data&Technology,Business to Business,Multiple federal data sources,,Federal,Palantir Technologies,Uses datasets from data.gov
727,Panjiva,NY,10010,50,Research&Consulting,Business to Business,Department of Homeland Security,DHS,Federal,Panjiva,U.S. Customs Data
728,Parsons Brinckerhoff,NY,10119,10001,Transportation,Business to Consumer,Department of the Interior,DOI,Federal,Parsons Brinckerhoff,
729,Parsons Brinckerhoff,NY,10119,10001,Transportation,Business to Consumer,Montgomery County,,City/County,Parsons Brinckerhoff,
730,Patently-O,MO,65211,10,Media, Business to Consumer,Department of Commerce,USDC,Federal,Patently-O,
731,Patently-O,MO,65211,10,Media, Business to Consumer,Administrative Office of the United States Courts,AO,Federal,Patently-O,PACER
732,PatientsLikeMe,MA,2141,200,Healthcare,Business to Consumer,Department of Health and Human Services,HHS,Federal,PatientsLikeMe,
733,Pave,NY,10013,10,Finance&Investment,Business to Business,Arkansas,AR,State,Pave,Post-Completion Wages of Graduates
734,Pave,NY,10013,10,Finance&Investment,Business to Business,Department of Labor,DOL,Federal,Pave,
735,Pave,NY,10013,10,Finance&Investment,Business to Business,Colorado,CO,State,Pave,Post-Completion Wages of Graduates
736,Pave,NY,10013,10,Finance&Investment,Business to Business,Department of Commerce,USDC,Federal,Pave,American Community Survey - Public Use Microdata Sample
737,Pave,NY,10013,10,Finance&Investment,Business to Business,Florida,FL,State,Pave,Post-Completion Wages of Graduates
738,Pave,NY,10013,10,Finance&Investment,Business to Business,Tennessee,TN,State,Pave,Post-Completion Wages of Graduates
739,Pave,NY,10013,10,Finance&Investment,Business to Business,Texas,TX,State,Pave,Post-Completion Wages of Graduates
740,Pave,NY,10013,10,Finance&Investment,Business to Business,Virginia,VA,State,Pave,Post-Completion Wages of Graduates
741,Paxata,CA,94063,50,Data&Technology,Business to Business,Multiple government open data sources,,Other,Paxata,
742,"PayScale, Inc.",WA,98109,200,Business&LegalServices, Business to Consumer,Department of Labor,DOL,Federal,"PayScale, Inc.",
743,PeerJ,CA,94976,10,ScientificResearch,academia,Department of Health and Human Services,HHS,Federal,PeerJ,
744,PeerJ,CA,94976,10,ScientificResearch,academia,Multiple government open data sources,,Other,PeerJ,
745,People Power,CA,0,200,Data&Technology,Business to Consumer,Department of Energy,DOE,Federal,People Power,
746,Persint,GA,30327,10,Finance&Investment,Business to Consumer,Multiple government open data sources,,Other,Persint,
747,Personal Democracy Media,NY,10012,10,Governance,Business to Consumer,Multiple government open data sources,,Other,Personal Democracy Media,
748,"Personal, Inc.",DC,20007,50,Lifestyle&Consumer,Business to Consumer,Department of Education,ED / DOED,Federal,"Personal, Inc.",Free Application for Federal Student Aid (FAFSA)
749,"Personal, Inc.",DC,20007,50,Lifestyle&Consumer,Business to Consumer,Department of Education,ED / DOED,Federal,"Personal, Inc.",National Student Loan Data System (NSLDS)
750,Personalis,CA,94025,200,ScientificResearch,Business to Business,Department of Health and Human Services,HHS,Federal,Personalis,Uses genome data
751,Peterson's,NJ,7652,200,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Peterson's,
752,PEV4me.com,CA,94087,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,PEV4me.com,
753,PIXIA Corp,VA,20191,200,Data&Technology, Business to Government,Multiple federal data sources,,Federal,PIXIA Corp,
754,PlaceILive.com,AL,3231,10,Housing&RealEstate, Business to Consumer,New York City,NYC,City/County,PlaceILive.com,Google
755,PlaceILive.com,AL,3231,10,Housing&RealEstate, Business to Consumer,New York City,NYC,City/County,PlaceILive.com,Socrata
756,PlaceILive.com,AL,3231,10,Housing&RealEstate, Business to Consumer,New York City,NYC,City/County,PlaceILive.com,Foursquare
757,PlaceILive.com,AL,3231,10,Housing&RealEstate, Business to Consumer,New York City,NYC,City/County,PlaceILive.com,US Census
758,PlaceILive.com,AL,3231,10,Housing&RealEstate, Business to Consumer,New York City,NYC,City/County,PlaceILive.com,MTA
759,PlanetEcosystems,CA,94105,50,Energy, Business to Government,Department of Commerce,USDC,Federal,PlanetEcosystems,
760,PlanetEcosystems,CA,94105,50,Energy, Business to Government,Multiple city and local data sources,,City/County,PlanetEcosystems,Cities Data
761,PlotWatt,NC,27712,10,Energy,Business to Consumer,Department of Energy,DOE,Federal,PlotWatt,
762,Plus-U,NY,10016,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Plus-U,
763,PolicyMap,PA,19103,10,Geospatial&Mapping, academia,Department of Labor,DOL,Federal,PolicyMap,Local Area Unemployment Statistics (LAUS)
764,PolicyMap,PA,19103,10,Geospatial&Mapping, academia,Department of Commerce,USDC,Federal,PolicyMap,Longitudinal Employer-Household Dynamics (LEHD)
765,PolicyMap,PA,19103,10,Geospatial&Mapping, academia,Department of Commerce,USDC,Federal,PolicyMap,American Community Survey (ACS)
766,PolicyMap,PA,19103,10,Geospatial&Mapping, academia,Multiple government open data sources,,Other,PolicyMap,Federal Financial Institutions Examinations Council (FFIEC): Home Mortgage Disclosure Act (HMDA)
767,Politify,CA,94704,10,Governance,Business to Consumer,Department of Commerce,USDC,Federal,Politify,
768,Politify,CA,94704,10,Governance,Business to Consumer,Department of the Treasury,,Federal,Politify,
769,Poncho App,NY,10014,200,Environment&Weather,Business to Consumer,Multiple city and local data sources,,City/County,Poncho App,"Uses data from NY Metropolitan Transportation Authority, New York City Department of Transportation"
770,POPVOX,CA,94002,10,Governance, nonprofit,Multiple federal data sources,,Federal,POPVOX,Bills in Congress
771,Porch,WA,98102,200,Housing&RealEstate,Business to Consumer,Seattle,SEA,City/County,Porch,Seattle dept of planning and development
772,Porch,WA,98102,200,Housing&RealEstate,Business to Consumer,Seattle,SEA,City/County,Porch,City/Local Open Data
773,PossibilityU,ME,0,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,PossibilityU,
774,PowerAdvocate,MA,2111,200,Energy,Business to Business,Department of Energy,DOE,Federal,PowerAdvocate,
775,Practice Fusion,CA,94102,500,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Practice Fusion,
776,Practice Fusion,CA,94102,500,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Practice Fusion,
777,Predilytics,NH,3101,50,Healthcare,Business to Business,Department of Health and Human Services,HHS,Federal,Predilytics,
778,Predilytics,NH,3101,50,Healthcare,Business to Business,Multiple government open data sources,,Other,Predilytics,
779,PricewaterhouseCoopers (PWC),NY,10017,10001,Finance&Investment,Business to Business,Multiple government open data sources,,Other,PricewaterhouseCoopers (PWC),
780,ProgrammableWeb,WA,98144,50,Data&Technology, Business to Consumer,Multiple government open data sources,,Other,ProgrammableWeb,
781,Progressive Insurance Group,OH,44143,10001,Insurance,Business to Consumer,Department of Commerce,USDC,Federal,Progressive Insurance Group,zipcode data
782,Propeller Health,WI,53703,50,Healthcare, Business to Consumer,Multiple city and local data sources,,City/County,Propeller Health,Uses geographical and health data.
783,ProPublica,NY,10006,50,Governance,Business to Consumer,Multiple government open data sources,,Other,ProPublica,
784,PublicEngines,UT,84020,50,Governance, Business to Government,Multiple city and local data sources,,City/County,PublicEngines,Data from law enforcement agencies
785,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Labor,DOL,Federal,PYA Analytics,
786,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Commerce,USDC,Federal,PYA Analytics,
787,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Commerce,USDC,Federal,PYA Analytics,
788,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Health and Human Services,HHS,Federal,PYA Analytics,
789,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Health and Human Services,HHS,Federal,PYA Analytics,
790,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Justice,DOJ,Federal,PYA Analytics,
791,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of the Treasury,,Federal,PYA Analytics,
792,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Department of Transportation,DOT,Federal,PYA Analytics,
793,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Federal Election Commission,FED,Federal,PYA Analytics,
794,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Securities and Exchange Commission,SEC,Federal,PYA Analytics,
795,PYA Analytics,TN,37919,50,Research&Consulting, Business to Government,Tennessee,TN,State,PYA Analytics,
796,"Qado Energy, Inc.",NJ,7901,10,Energy,Business to Business,Department of Commerce,USDC,Federal,"Qado Energy, Inc.",Average cloudiness sunrise to sunset from manual observations (percent)
797,"Qado Energy, Inc.",NJ,7901,10,Energy,Business to Business,Department of Commerce,USDC,Federal,"Qado Energy, Inc.",
798,Quandl,NY,0,10,Data&Technology, Business to Consumer,Multiple federal data sources,,Federal,Quandl,Uses all 24 US Bureaus and Agencies sources
799,Quertle,NV,89052,50,Data&Technology, academia,Department of Commerce,USDC,Federal,Quertle,Search
800,Quertle,NV,89052,50,Data&Technology, academia,Department of Health and Human Services,HHS,Federal,Quertle,TOXNET Toxicology Data Network
801,Quertle,NV,89052,50,Data&Technology, academia,Department of Health and Human Services,HHS,Federal,Quertle,PubMed
802,Quertle,NV,89052,50,Data&Technology, academia,Department of Health and Human Services,HHS,Federal,Quertle,RePORTER
803,Quid,CA,94111,200,Data&Technology, Business to Government,Multiple government open data sources,,Other,Quid,
804,R R Donnelley,IL,60606,10001,Business&LegalServices,Business to Consumer,Multiple government open data sources,,Other,R R Donnelley,"Uses data such as birth Certificates, Vehicle Licenses, Vital Records, Warrants"
805,R R Donnelley,IL,60606,10001,Business&LegalServices,Business to Consumer,Multiple state data sources,,State,R R Donnelley,
806,R R Donnelley,IL,60606,10001,Business&LegalServices,Business to Consumer,Multiple federal data sources,,Federal,R R Donnelley,
807,RAND Corporation,CA,90401,5000,Research&Consulting, Business to Government,Multiple federal data sources,,Federal,RAND Corporation,
808,Rand McNally,IL,60077,500,Geospatial&Mapping, Business to Consumer,Department of Commerce,USDC,Federal,Rand McNally,GPS data
809,Rand McNally,IL,60077,500,Geospatial&Mapping, Business to Consumer,Department of Commerce,USDC,Federal,Rand McNally,
810,Rank and Filed,NY,0,200,Finance&Investment,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Rank and Filed,EDGAR
811,Ranku,NY,10001,10,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Ranku,
812,Ranku,NY,10001,10,Education,Business to Consumer,Multiple government open data sources,,Other,Ranku,
813,Rapid Cycle Solutions,VA,20181,10,Data&Technology, Business to Government,Department of the Interior,DOI,Federal,Rapid Cycle Solutions,Recreation
814,realtor.com,CA,95113,5000,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,realtor.com,
815,realtor.com,CA,95113,5000,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,realtor.com,
816,Recargo,CA,90291,50,Energy, Business to Consumer,Department of Energy,DOE,Federal,Recargo,Electric Vehicle Charging Station Locations
817,ReciPal,NY,0,200,Food&Agriculture,Business to Consumer,Department of Health and Human Services,HHS,Federal,ReciPal,National Nutrient Database
818,ReciPal,NY,0,200,Food&Agriculture,Business to Consumer,Department of Health and Human Services,HHS,Federal,ReciPal,
819,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Department of Labor,DOL,Federal,Redfin,Bureau of Labor Statistics
820,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Redfin,National Oceanic and Atmospheric Administration
821,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Redfin,Census 2010
822,Redfin,WA,98121,500,Housing&RealEstate,Business to Consumer,Multiple city and local data sources,,City/County,Redfin,Hundreds of county assessor and recorder offices
823,RedLaser,CA,95126,50,Lifestyle&Consumer,Business to Consumer,Department of Commerce,USDC,Federal,RedLaser,GPS data
824,Reed Elsevier,NY,10017,10001,Business&LegalServices,Business to Business,Multiple government open data sources,,Other,Reed Elsevier,
825,REI Systems,VA,20166,1000,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,REI Systems,
826,Relationship Science,NY,10022,1000,Business&LegalServices,Business to Consumer,Securities and Exchange Commission,SEC,Federal,Relationship Science,
827,Remi,MA,1002,200,Governance, Business to Government,Department of Commerce,USDC,Federal,Remi,
828,Remi,MA,1002,200,Governance, Business to Government,Multiple government open data sources,,Other,Remi,
829,Retroficiency,MA,2114,50,Energy,Business to Business,Department of Energy,DOE,Federal,Retroficiency,
830,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Revaluate,NYC Housing Vacancy Survey
831,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,Department of Homeland Security,DHS,Federal,Revaluate,Flood Hazard Maps
832,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,Department of Housing and Urban Development,HUD,Federal,Revaluate,Public Housing Physical Inspection Scores
833,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,Revaluate,Toxic Air Pollutant Cancer Risk
834,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,Revaluate,National Priority List
835,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate,Waste Management Transfer Stations
836,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate,Active Liquor Licences
837,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate,Radon Test Results
838,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate,Typical Utility Bill Information
839,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York,NY,State,Revaluate,Manufactured Home Park Registrations
840,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,311
841,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,DOB Complaints
842,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,HPD Violations
843,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,Housing Litigation
844,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,Restaurant Inspections
845,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,Integrated Property Information System
846,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,Oil Boilers
847,Revaluate,NY,10022,10,Housing&RealEstate,Business to Consumer,New York City,NYC,City/County,Revaluate,LPC Complaint Log
848,Revelstone,NJ,7054,50,Governance,Business to Government,Multiple city and local data sources,,City/County,Revelstone,Municipal performance measures
849,Rezolve Group,CA,95827,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,Rezolve Group,
850,Rivet Software,CO,80237,200,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,Rivet Software,
851,Roadify Transit,NY,11215,10,Transportation,Business to Consumer,Multiple city and local data sources,,City/County,Roadify Transit,
852,Robinson + Yu,DC,0,200,Research&Consulting,Business to Consumer,Multiple government open data sources,,Other,Robinson + Yu,
853,Russell Investments,WA,98101,5000,Finance&Investment, Business to Consumer,Securities and Exchange Commission,SEC,Federal,Russell Investments,
854,Sage Bionetworks,WA,98109,50,ScientificResearch, academia,Department of Health and Human Services,HHS,Federal,Sage Bionetworks,Gene Expression Omnibus
855,Sage Bionetworks,WA,98109,50,ScientificResearch, academia,Department of Health and Human Services,HHS,Federal,Sage Bionetworks,The Cancer Genome Atlas
856,SAP,PA,19073,10001,Data&Technology,Business to Business,Multiple government open data sources,,Other,SAP,
857,SAS,NC,27513,10001,Data&Technology,Business to Business,Department of Health and Human Services,HHS,Federal,SAS,
858,Scale Unlimited,CA,0,10,Data&Technology,Business to Business,Multiple government open data sources,,Other,Scale Unlimited,
859,Science Exchange,CA,94301,50,ScientificResearch, academia,Department of Health and Human Services,HHS,Federal,Science Exchange,PMC Open Access Subset
860,Seabourne,DC,20009,500,Data&Technology, Business to Government,Multiple government open data sources,,Other,Seabourne,
861,SeeClickFix,CT,6510,50,Governance, Business to Government,Multiple city and local data sources,,City/County,SeeClickFix,311 data
862,SigFig,CA,94103,50,Finance&Investment,Business to Business,Securities and Exchange Commission,SEC,Federal,SigFig,
863,Simple Energy,CO,80302,50,Energy,Business to Business,Department of Energy,DOE,Federal,Simple Energy,EIA 861
864,SimpleTuition,MA,2210,50,Education,Business to Consumer,Department of Education,ED / DOED,Federal,SimpleTuition,
865,SlashDB,NJ,7305,10,Data&Technology, Business to Government,Multiple city and local data sources,,City/County,SlashDB,OpenJC
866,SlashDB,NJ,7305,10,Data&Technology, Business to Government,New York City,NYC,City/County,SlashDB,
867,Smart Utility Systems,CA,91709,500,Energy,Business to Business,Department of Commerce,USDC,Federal,Smart Utility Systems,
868,SmartAsset,NY,10005,10,Finance&Investment,Business to Consumer,Department of Commerce,USDC,Federal,SmartAsset,US Census Bureau
869,SmartAsset,NY,10005,10,Finance&Investment,Business to Consumer,Department of Education,ED / DOED,Federal,SmartAsset,Education data
870,SmartAsset,NY,10005,10,Finance&Investment,Business to Consumer,Department of Justice,DOJ,Federal,SmartAsset,FBI Crime Stats
871,SmartProcure,FL,33441,50,Governance,Business to Business,Multiple city and local data sources,,City/County,SmartProcure,
872,SmartProcure,FL,33441,50,Governance,Business to Business,Multiple state data sources,,State,SmartProcure,
873,SmartProcure,FL,33441,50,Governance,Business to Business,Multiple federal data sources,,Federal,SmartProcure,
874,Smartronix,MD,20636,1000,Data&Technology,Business to Consumer,Multiple government open data sources,,Other,Smartronix,
875,SnapSense,IL,60654,10,Research&Consulting, nonprofit,Department of Commerce,USDC,Federal,SnapSense,
